Time	Block_X	Block_Y	Block_Z	Rotation	
0.236	0	0.2262323	1	0.4500324	
0.2365	0	0.2250723	1	0.4510306	
0.237	0	0.2239098	1	0.4520287	
0.2375	0	0.2227448	1	0.4530268	
0.238	0	0.2215774	1	0.4540249	
0.2385	0	0.2204076	1	0.4550231	
0.239	0	0.2192353	1	0.4560212	
0.2395	0	0.2180606	1	0.4570193	
0.24	0	0.2168833	1	0.4580174	
0.2405	0	0.2157037	1	0.4590156	
0.241	0	0.2145216	1	0.4600137	
0.2415	0	0.213337	1	0.4610118	
0.242	0	0.21215	1	0.46201	
0.2425	0	0.2109606	1	0.4630081	
0.243	0	0.2097687	1	0.4640062	
0.2435	0	0.2085743	1	0.4650044	
0.244	0	0.2073775	1	0.4660025	
0.2445	0	0.2061782	1	0.4670006	
0.245	0	0.2049765	1	0.4679988	
0.2455	0	0.2037723	1	0.4689969	
0.246	0	0.2025657	1	0.4699951	
0.2465	0	0.2013566	1	0.4709932	
0.247	0	0.200145	1	0.4719913	
0.2475	0	0.1989311	1	0.4729895	
0.248	0	0.1977146	1	0.4739876	
0.2485	0	0.1964957	1	0.4749857	
0.249	0	0.1952744	1	0.4759839	
0.2495	0	0.1940506	1	0.4769821	
0.25	0	0.1928243	1	0.4779802	
0.2505	0	0.1915956	1	0.4789783	
0.251	0	0.1903645	1	0.4799765	
0.2515	0	0.1891309	1	0.4809746	
0.252	0	0.1878948	1	0.4819728	
0.2525	0	0.1866563	1	0.482971	
0.253	0	0.1854153	1	0.4839691	
0.2535	0	0.1841719	1	0.4849673	
0.254	0	0.182926	1	0.4859654	
0.2545	0	0.1816777	1	0.4869636	
0.255	0	0.1804269	1	0.4879617	
0.2555	0	0.1791737	1	0.4889599	
0.256	0	0.177918	1	0.489958	
0.2565	0	0.1766599	1	0.4909562	
0.257	0	0.1753993	1	0.4919544	
0.2575	0	0.1741363	1	0.4929525	
0.258	0	0.1728708	1	0.4939507	
0.2585	0	0.1716028	1	0.4949488	
0.259	0	0.1703324	1	0.495947	
0.2595	0	0.1690596	1	0.4969452	
0.26	0	0.1677843	1	0.4979433	
0.2605	0	0.1665065	1	0.4989415	
0.261	0	0.1652263	1	0.4999397	
0.2615	0	0.1639437	1	0.5009378	
0.262	0	0.1626586	1	0.501936	
0.2625	0	0.161371	1	0.5029342	
0.263	0	0.160081	1	0.5039324	
0.2635	0	0.1587885	1	0.5049305	
0.264	0	0.1574936	1	0.5059287	
0.2645	0	0.1561962	1	0.5069268	
0.265	0	0.1548964	1	0.507925	
0.2655	0	0.1535941	1	0.5089232	
0.266	0	0.1522894	1	0.5099214	
0.2665	0	0.1509822	1	0.5109196	
0.267	0	0.1496726	1	0.5119178	
0.2675	0	0.1483605	1	0.5129159	
0.268	0	0.147046	1	0.5139141	
0.2685	0	0.145729	1	0.5149123	
0.269	0	0.1444095	1	0.5159105	
0.2695	0	0.1430876	1	0.5169086	
0.27	0	0.1417633	1	0.5179068	
0.2705	0	0.1404365	1	0.518905	
0.271	0	0.1391072	1	0.5199032	
0.2715	0	0.1377755	1	0.5209014	
0.272	0	0.1364413	1	0.5218996	
0.2725	0	0.1351047	1	0.5228978	
0.273	0	0.1337657	1	0.523896	
0.2735	0	0.1324242	1	0.5248942	
0.274	0	0.1310802	1	0.5258924	
0.2745	0	0.1297338	1	0.5268906	
0.275	0	0.1283849	1	0.5278888	
0.2755	0	0.1270336	1	0.528887	
0.276	0	0.1256798	1	0.5298852	
0.2765	0	0.1243235	1	0.5308834	
0.277	0	0.1229649	1	0.5318816	
0.2775	0	0.1216037	1	0.5328798	
0.278	0	0.1202401	1	0.533878	
0.2785	0	0.1188741	1	0.5348762	
0.279	0	0.1175056	1	0.5358744	
0.2795	0	0.1161346	1	0.5368726	
0.28	0	0.1147612	1	0.5378708	
0.2805	0	0.1133854	1	0.538869	
0.281	0	0.1120071	1	0.5398672	
0.2815	0	0.1106263	1	0.5408654	
0.282	0	0.1092431	1	0.5418636	
0.2825	0	0.1078575	1	0.5428618	
0.283	0	0.1064693	1	0.5438601	
0.2835	0	0.1050788	1	0.5448583	
0.284	0	0.1036858	1	0.5458565	
0.2845	0	0.1022903	1	0.5468547	
0.285	0	0.1008924	1	0.5478529	
0.2855	0	0.09949198	1	0.5488511	
0.286	0	0.09808914	1	0.5498493	
0.2865	0	0.09668386	1	0.5508476	
0.287	0	0.09527612	1	0.5518458	
0.2875	0	0.09386594	1	0.552844	
0.288	0	0.09245329	1	0.5538422	
0.2885	0	0.0910382	1	0.5548404	
0.289	0	0.08962066	1	0.5558387	
0.2895	0	0.08820066	1	0.5568369	
0.29	0	0.08677822	1	0.5578352	
0.2905	0	0.08535331	1	0.5588334	
0.291	0	0.08392595	1	0.5598316	
0.2915	0	0.08249614	1	0.5608298	
0.292	-0.0007131506	0.08162061	0.9997097	0.5609383	
0.2925	-0.001436588	0.0807507	0.9994152	0.5610566	
0.293	-0.002170399	0.0798865	0.9991165	0.5611849	
0.2935	-0.002914572	0.07902806	0.9988136	0.5613235	
0.294	-0.003669094	0.07817542	0.9985064	0.561472	
0.2945	-0.004433953	0.07732859	0.998195	0.5616307	
0.295	-0.005209136	0.07648762	0.9978794	0.5617994	
0.2955	-0.005994631	0.07565252	0.9975597	0.5619782	
0.296	-0.006790424	0.07482333	0.9972357	0.5621671	
0.2965	-0.007596503	0.07400008	0.9969074	0.562366	
0.297	-0.008412853	0.07318281	0.9965751	0.562575	
0.2975	-0.009239462	0.07237155	0.9962385	0.562794	
0.298	-0.01007632	0.07156631	0.9958978	0.563023	
0.2985	-0.0109234	0.07076715	0.9955528	0.563262	
0.299	-0.0117807	0.06997408	0.9952037	0.5635111	
0.2995	-0.01264821	0.06918713	0.9948505	0.5637702	
