Time	Block_X	Block_Y	Block_Z	Rotation	
0.22	0.03922028	0.7917619	-0.1356791	0.4196502	
0.2205	0.038167	0.7909488	-0.1366216	0.4206478	
0.221	0.03711316	0.790135	-0.1375682	0.4216454	
0.2215	0.03605875	0.7893206	-0.138519	0.422643	
0.222	0.03500379	0.7885057	-0.1394738	0.4236406	
0.2225	0.03394831	0.7876901	-0.1404327	0.4246382	
0.223	0.03289232	0.786874	-0.1413957	0.4256359	
0.2235	0.03183583	0.7860572	-0.1423628	0.4266335	
0.224	0.03077886	0.7852399	-0.143334	0.4276311	
0.2245	0.02972142	0.7844221	-0.1443093	0.4286288	
0.225	0.02866353	0.7836037	-0.1452888	0.4296264	
