Time	2	Acceleration	Damping	Length	Tension	Velocity	
0.432	0	2.067804	4.203869	4.203869	4.203869	3.102344	
0.433	0	2.03681	4.200767	4.200767	4.200767	3.104381	
0.434	0	2.005816	4.197663	4.197663	4.197663	3.106386	
0.435	0	1.974821	4.194556	4.194556	4.194556	3.108361	
0.436	0	1.943588	4.191448	4.191448	4.191448	3.110305	
0.437	0	1.912594	4.188337	4.188337	4.188337	3.112217	
0.438	0	1.881361	4.185225	4.185225	4.185225	3.114099	
0.439	0	1.850366	4.182111	4.182111	4.182111	3.115949	
0.44	0	1.819134	4.178995	4.178995	4.178995	3.117768	
0.441	0	1.788139	4.175878	4.175878	4.175878	3.119556	
0.442	0	1.756906	4.172758	4.172758	4.172758	3.121313	
0.443	0	1.725674	4.169637	4.169637	4.169637	3.123039	
0.444	0	1.694441	4.166513	4.166513	4.166513	3.124733	
0.445	0	1.663208	4.163389	4.163389	4.163389	3.126397	
0.446	0	1.631975	4.160263	4.160263	4.160263	3.128029	
0.447	0	1.600742	4.157135	4.157135	4.157135	3.129629	
0.448	0	1.569509	4.154005	4.154005	4.154005	3.131199	
0.449	0	1.538038	4.150874	4.150874	4.150874	3.132737	
0.45	0	1.506805	4.147741	4.147741	4.147741	3.134244	
0.451	0	1.475572	4.144607	4.144607	4.144607	3.135719	
0.452	0	1.444101	4.141471	4.141471	4.141471	3.137163	
0.453	0	1.412868	4.138334	4.138334	4.138334	3.138576	
0.454	0	1.381397	4.135195	4.135195	4.135195	3.139958	
0.455	0	1.350164	4.132055	4.132055	4.132055	3.141308	
0.456	0	1.318693	4.128914	4.128914	4.128914	3.142627	
0.457	0	1.287222	4.125772	4.125772	4.125772	3.143914	
0.458	0	1.255751	4.122627	4.122627	4.122627	3.145169	
0.459	0	1.224279	4.119482	4.119482	4.119482	3.146394	
0.46	0	1.192808	4.116336	4.116336	4.116336	3.147587	
0.461	0	1.161337	4.113188	4.113188	4.113188	3.148748	
0.462	0	1.129866	4.11004	4.11004	4.11004	3.149878	
0.463	0	1.098394	4.10689	4.10689	4.10689	3.150976	
0.464	0	1.066923	4.103739	4.103739	4.103739	3.152043	
0.465	0	1.035452	4.100586	4.100586	4.100586	3.153079	
0.466	0	1.003981	4.097434	4.097434	4.097434	3.154083	
0.467	0	0.9725093	4.094279	4.094279	4.094279	3.155055	
0.468	0	0.9407997	4.091125	4.091125	4.091125	3.155996	
0.469	0	0.9093284	4.087968	4.087968	4.087968	3.156905	
0.47	0	0.8778571	4.084811	4.084811	4.084811	3.157783	
0.471	0	0.8461475	4.081654	4.081654	4.081654	3.158629	
0.472	0	0.8146762	4.078495	4.078495	4.078495	3.159444	
0.473	0	0.7829666	4.075336	4.075336	4.075336	3.160227	
0.474	0	0.7514953	4.072175	4.072175	4.072175	3.160978	
0.475	0	0.7197856	4.069015	4.069015	4.069015	3.161698	
0.476	0	0.6883144	4.065853	4.065853	4.065853	3.162386	
0.477	0	0.6566047	4.06269	4.06269	4.06269	3.163043	
0.478	0	0.6248951	4.059527	4.059527	4.059527	3.163668	
0.479	0	0.5934238	4.056364	4.056364	4.056364	3.164261	
0.48	0	0.5617142	4.053199	4.053199	4.053199	3.164823	
0.481	0	0.5300045	4.050035	4.050035	4.050035	3.165353	
0.482	0	0.4985332	4.046869	4.046869	4.046869	3.165852	
0.483	0	0.4668235	4.043703	4.043703	4.043703	3.166318	
0.484	0	0.4351139	4.040537	4.040537	4.040537	3.166754	
0.485	0	0.4034042	4.03737	4.03737	4.03737	3.167157	
0.486	0	0.3716945	4.034203	4.034203	4.034203	3.167529	
0.487	0	0.3402233	4.031035	4.031035	4.031035	3.167869	
0.488	0	0.3085136	4.027868	4.027868	4.027868	3.168177	
0.489	0	0.276804	4.0247	4.0247	4.0247	3.168454	
0.49	0	0.2450943	4.021531	4.021531	4.021531	3.168699	
0.491	0	0.2133846	4.018363	4.018363	4.018363	3.168913	
0.492	0	0.1816749	4.015193	4.015193	4.015193	3.169094	
0.493	0	0.1499653	4.012024	4.012024	4.012024	3.169244	
0.494	0	0.1182556	4.008855	4.008855	4.008855	3.169363	
0.495	0	0.08654594	4.005686	4.005686	4.005686	3.169449	
0.496	0	0.05483627	4.002516	4.002516	4.002516	3.169504	
0.497	0	0.02336502	3.999347	3.999347	3.999347	3.169527	
0.498	0	-0.00834465	3.996177	3.996177	3.996177	3.169519	
0.499	0	-0.04005432	3.993008	3.993008	3.993008	3.169479	
0.5	0	-0.07176399	3.989838	3.989838	3.989838	3.169407	
0.501	0	-0.1034737	3.986669	3.986669	3.986669	3.169304	
0.502	0	-0.1351833	3.9835	3.9835	3.9835	3.169168	
0.503	0	-0.166893	3.98033	3.98033	3.98033	3.169002	
0.504	0	-0.1986027	3.977161	3.977161	3.977161	3.168803	
0.505	0	-0.2303123	3.973992	3.973992	3.973992	3.168573	
0.506	0	-0.262022	3.970824	3.970824	3.970824	3.168311	
0.507	0	-0.2937317	3.967655	3.967655	3.967655	3.168017	
0.508	0	-0.3254413	3.964488	3.964488	3.964488	3.167691	
0.509	0	-0.357151	3.96132	3.96132	3.96132	3.167334	
0.5100001	0	-0.3886223	3.958152	3.958152	3.958152	3.166946	
0.511	0	-0.4203319	3.954985	3.954985	3.954985	3.166525	
0.512	0	-0.4520416	3.951819	3.951819	3.951819	3.166073	
0.513	0	-0.4837513	3.948653	3.948653	3.948653	3.16559	
0.514	0	-0.515461	3.945487	3.945487	3.945487	3.165074	
0.515	0	-0.5469322	3.942322	3.942322	3.942322	3.164527	
0.516	0	-0.5786419	3.939157	3.939157	3.939157	3.163949	
0.517	0	-0.6103516	3.935994	3.935994	3.935994	3.163338	
0.518	0	-0.6420612	3.93283	3.93283	3.93283	3.162696	
0.5190001	0	-0.6735324	3.929667	3.929667	3.929667	3.162023	
0.52	0	-0.7052421	3.926506	3.926506	3.926506	3.161317	
0.521	0	-0.7369518	3.923344	3.923344	3.923344	3.16058	
0.522	0	-0.768423	3.920184	3.920184	3.920184	3.159812	
0.523	0	-0.8001327	3.917024	3.917024	3.917024	3.159012	
0.524	0	-0.8316039	3.913865	3.913865	3.913865	3.15818	
0.525	0	-0.8633136	3.910707	3.910707	3.910707	3.157317	
0.526	0	-0.8947849	3.907549	3.907549	3.907549	3.156422	
0.527	0	-0.9264945	3.904393	3.904393	3.904393	3.155496	
0.528	0	-0.9579658	3.901237	3.901237	3.901237	3.154538	
0.529	0	-0.989437	3.898083	3.898083	3.898083	3.153548	
0.53	0	-1.021147	3.894929	3.894929	3.894929	3.152527	
0.531	0	-1.052618	3.891777	3.891777	3.891777	3.151474	
0.532	0	-1.084089	3.888625	3.888625	3.888625	3.15039	
0.5330001	0	-1.115561	3.885475	3.885475	3.885475	3.149275	
0.534	0	-1.14727	3.882326	3.882326	3.882326	3.148128	
0.535	0	-1.178741	3.879178	3.879178	3.879178	3.146949	
0.536	0	-1.210213	3.876031	3.876031	3.876031	3.145739	
0.537	0	-1.241684	3.872885	3.872885	3.872885	3.144497	
0.538	0	-1.273155	3.86974	3.86974	3.86974	3.143224	
0.539	0	-1.304388	3.866597	3.866597	3.866597	3.141919	
0.54	0	-1.335859	3.863455	3.863455	3.863455	3.140584	
0.541	0	-1.36733	3.860315	3.860315	3.860315	3.139216	
0.5420001	0	-1.398802	3.857176	3.857176	3.857176	3.137817	
0.543	0	-1.430035	3.854038	3.854038	3.854038	3.136387	
0.544	0	-1.461506	3.850901	3.850901	3.850901	3.134926	
0.545	0	-1.492977	3.847766	3.847766	3.847766	3.133433	
0.546	0	-1.52421	3.844633	3.844633	3.844633	3.131909	
0.5470001	0	-1.555681	3.841501	3.841501	3.841501	3.130353	
0.548	0	-1.586914	3.838371	3.838371	3.838371	3.128766	
0.549	0	-1.618147	3.835242	3.835242	3.835242	3.127148	
0.55	0	-1.64938	3.832115	3.832115	3.832115	3.125499	
0.551	0	-1.680851	3.82899	3.82899	3.82899	3.123818	
0.552	0	-1.712084	3.825866	3.825866	3.825866	3.122106	
0.553	0	-1.743317	3.822743	3.822743	3.822743	3.120362	
0.554	0	-1.774549	3.819623	3.819623	3.819623	3.118588	
0.555	0	-1.805782	3.816504	3.816504	3.816504	3.116782	
0.5560001	0	-1.836777	3.813388	3.813388	3.813388	3.114945	
0.557	0	-1.868009	3.810273	3.810273	3.810273	3.113077	
0.558	0	-1.899242	3.80716	3.80716	3.80716	3.111178	
0.559	0	-1.930237	3.804049	3.804049	3.804049	3.109248	
0.56	0	-1.96147	3.80094	3.80094	3.80094	3.107286	
0.561	0	-1.992464	3.797832	3.797832	3.797832	3.105294	
0.562	0	-2.023697	3.794727	3.794727	3.794727	3.10327	
0.563	0	-2.054691	3.791624	3.791624	3.791624	3.101215	
0.564	0	-2.085686	3.788522	3.788522	3.788522	3.09913	
0.565	0	-2.11668	3.785423	3.785423	3.785423	3.097013	
0.566	0	-2.147675	3.782326	3.782326	3.782326	3.094865	
0.567	0	-2.178669	3.779232	3.779232	3.779232	3.092687	
0.568	0	-2.209663	3.776139	3.776139	3.776139	3.090477	
0.569	0	-2.240419	3.773048	3.773048	3.773048	3.088237	
0.5700001	0	-2.271414	3.76996	3.76996	3.76996	3.085965	
0.571	0	-2.302408	3.766874	3.766874	3.766874	3.083663	
0.572	0	-2.333164	3.76379	3.76379	3.76379	3.08133	
0.573	0	-2.36392	3.760709	3.760709	3.760709	3.078966	
0.574	0	-2.394915	3.75763	3.75763	3.75763	3.076571	
0.575	0	-2.425671	3.754554	3.754554	3.754554	3.074145	
0.576	0	-2.456427	3.751479	3.751479	3.751479	3.071689	
0.577	0	-2.487183	3.748408	3.748408	3.748408	3.069201	
0.578	0	-2.517938	3.745338	3.745338	3.745338	3.066684	
0.5790001	0	-2.548456	3.742272	3.742272	3.742272	3.064135	
0.58	0	-2.579212	3.739208	3.739208	3.739208	3.061556	
0.581	0	-2.60973	3.736146	3.736146	3.736146	3.058946	
0.582	0	-2.640486	3.733087	3.733087	3.733087	3.056306	
0.583	0	-2.671003	3.730031	3.730031	3.730031	3.053635	
0.5840001	0	-2.701521	3.726977	3.726977	3.726977	3.050933	
0.585	0	-2.732038	3.723927	3.723927	3.723927	3.048201	
0.586	0	-2.762556	3.720878	3.720878	3.720878	3.045439	
0.587	0	-2.793073	3.717833	3.717833	3.717833	3.042645	
0.588	0	-2.823591	3.71479	3.71479	3.71479	3.039822	
0.589	0	-2.854109	3.71175	3.71175	3.71175	3.036968	
0.59	0	-2.884388	3.708713	3.708713	3.708713	3.034083	
0.591	0	-2.914667	3.705679	3.705679	3.705679	3.031169	
0.592	0	-2.945184	3.702648	3.702648	3.702648	3.028224	
0.5930001	0	-2.975464	3.69962	3.69962	3.69962	3.025248	
0.594	0	-3.005743	3.696594	3.696594	3.696594	3.022242	
0.595	0	-3.036022	3.693572	3.693572	3.693572	3.019206	
0.596	0	-3.066301	3.690553	3.690553	3.690553	3.01614	
0.597	0	-3.096342	3.687537	3.687537	3.687537	3.013044	
0.598	0	-3.126621	3.684524	3.684524	3.684524	3.009917	
0.599	0	-3.156662	3.681514	3.681514	3.681514	3.00676	
0.6	0	-3.186702	3.678507	3.678507	3.678507	3.003574	
0.601	0	-3.216743	3.675504	3.675504	3.675504	3.000357	
0.6020001	0	-3.246784	3.672503	3.672503	3.672503	2.99711	
0.603	0	-3.276825	3.669506	3.669506	3.669506	2.993833	
0.604	0	-3.306865	3.666512	3.666512	3.666512	2.990526	
0.605	0	-3.336668	3.663522	3.663522	3.663522	2.98719	
0.606	0	-3.366709	3.660535	3.660535	3.660535	2.983823	
0.6070001	0	-3.396511	3.657551	3.657551	3.657551	2.980427	
0.608	0	-3.426313	3.65457	3.65457	3.65457	2.977	
0.609	0	-3.456115	3.651593	3.651593	3.651593	2.973544	
0.61	0	-3.485918	3.64862	3.64862	3.64862	2.970058	
0.611	0	-3.51572	3.64565	3.64565	3.64565	2.966542	
0.612	0	-3.545522	3.642683	3.642683	3.642683	2.962997	
0.613	0	-3.575086	3.63972	3.63972	3.63972	2.959422	
0.614	0	-3.60465	3.636761	3.636761	3.636761	2.955817	
0.615	0	-3.634214	3.633805	3.633805	3.633805	2.952183	
0.6160001	0	-3.663778	3.630853	3.630853	3.630853	2.948519	
0.617	0	-3.693342	3.627904	3.627904	3.627904	2.944826	
0.618	0	-3.722906	3.624959	3.624959	3.624959	2.941103	
0.619	0	-3.752231	3.622018	3.622018	3.622018	2.937351	
0.62	0	-3.781795	3.619081	3.619081	3.619081	2.933569	
0.6210001	0	-3.811121	3.616148	3.616148	3.616148	2.929758	
0.622	0	-3.840446	3.613218	3.613218	3.613218	2.925917	
0.623	0	-3.869772	3.610292	3.610292	3.610292	2.922048	
0.624	0	-3.899097	3.60737	3.60737	3.60737	2.918149	
0.625	0	-3.928184	3.604452	3.604452	3.604452	2.91422	
0.626	0	-3.957271	3.601537	3.601537	3.601537	2.910263	
0.627	0	-3.986597	3.598627	3.598627	3.598627	2.906276	
0.628	0	-4.015684	3.595721	3.595721	3.595721	2.902261	
0.629	0	-4.044771	3.592818	3.592818	3.592818	2.898216	
0.6300001	0	-4.07362	3.58992	3.58992	3.58992	2.894142	
0.631	0	-4.102707	3.587026	3.587026	3.587026	2.89004	
0.632	0	-4.131556	3.584136	3.584136	3.584136	2.885908	
0.633	0	-4.160643	3.58125	3.58125	3.58125	2.881747	
0.634	0	-4.189491	3.578368	3.578368	3.578368	2.877558	
0.6350001	0	-4.21834	3.575491	3.575491	3.575491	2.87334	
0.636	0	-4.24695	3.572618	3.572618	3.572618	2.869093	
0.637	0	-4.275799	3.569748	3.569748	3.569748	2.864817	
0.638	0	-4.304409	3.566884	3.566884	3.566884	2.860512	
0.6390001	0	-4.333019	3.564023	3.564023	3.564023	2.856179	
0.64	0	-4.361629	3.561167	3.561167	3.561167	2.851818	
0.641	0	-4.39024	3.558315	3.558315	3.558315	2.847428	
0.642	0	-4.41885	3.555468	3.555468	3.555468	2.843009	
0.643	0	-4.447222	3.552625	3.552625	3.552625	2.838562	
0.6440001	0	-4.475594	3.549786	3.549786	3.549786	2.834086	
0.645	0	-4.503965	3.546952	3.546952	3.546952	2.829582	
0.646	0	-4.532337	3.544122	3.544122	3.544122	2.82505	
0.647	0	-4.560709	3.541297	3.541297	3.541297	2.820489	
0.648	0	-4.588842	3.538477	3.538477	3.538477	2.8159	
0.649	0	-4.617214	3.535661	3.535661	3.535661	2.811283	
0.65	0	-4.645348	3.53285	3.53285	3.53285	2.806638	
0.651	0	-4.673481	3.530043	3.530043	3.530043	2.801964	
0.652	0	-4.701376	3.527241	3.527241	3.527241	2.797263	
0.6530001	0	-4.729509	3.524444	3.524444	3.524444	2.792533	
0.654	0	-4.757404	3.521651	3.521651	3.521651	2.787776	
0.655	0	-4.785299	3.518863	3.518863	3.518863	2.78299	
0.656	0	-4.813194	3.51608	3.51608	3.51608	2.778177	
0.657	0	-4.841089	3.513302	3.513302	3.513302	2.773336	
0.6580001	0	-4.868984	3.510529	3.510529	3.510529	2.768467	
0.659	0	-4.896641	3.507761	3.507761	3.507761	2.763571	
0.66	0	-4.924297	3.504997	3.504997	3.504997	2.758646	
0.661	0	-4.951954	3.502238	3.502238	3.502238	2.753694	
0.6620001	0	-4.97961	3.499485	3.499485	3.499485	2.748715	
0.663	0	-5.007029	3.496736	3.496736	3.496736	2.743708	
0.664	0	-5.034446	3.493992	3.493992	3.493992	2.738673	
0.665	0	-5.062103	3.491253	3.491253	3.491253	2.733611	
0.666	0	-5.089283	3.48852	3.48852	3.48852	2.728522	
0.6670001	0	-5.116701	3.485791	3.485791	3.485791	2.723405	
0.668	0	-5.14388	3.483068	3.483068	3.483068	2.718261	
0.669	0	-5.171299	3.48035	3.48035	3.48035	2.71309	
0.67	0	-5.198478	3.477636	3.477636	3.477636	2.707891	
0.671	0	-5.225658	3.474929	3.474929	3.474929	2.702666	
0.6720001	0	-5.252599	3.472226	3.472226	3.472226	2.697413	
0.673	0	-5.279541	3.469528	3.469528	3.469528	2.692134	
0.674	0	-5.30672	3.466836	3.466836	3.466836	2.686827	
0.675	0	-5.333662	3.464149	3.464149	3.464149	2.681493	
0.6760001	0	-5.360364	3.461468	3.461468	3.461468	2.676133	
0.677	0	-5.387306	3.458792	3.458792	3.458792	2.670746	
0.678	0	-5.414009	3.456121	3.456121	3.456121	2.665332	
0.679	0	-5.440711	3.453456	3.453456	3.453456	2.659891	
0.68	0	-5.467414	3.450796	3.450796	3.450796	2.654423	
0.6810001	0	-5.493879	3.448142	3.448142	3.448142	2.64893	
0.682	0	-5.520582	3.445493	3.445493	3.445493	2.643409	
0.683	0	-5.547046	3.442849	3.442849	3.442849	2.637862	
0.684	0	-5.573511	3.440211	3.440211	3.440211	2.632288	
0.6850001	0	-5.599737	3.437579	3.437579	3.437579	2.626689	
0.686	0	-5.626201	3.434952	3.434952	3.434952	2.621063	
0.687	0	-5.652427	3.432331	3.432331	3.432331	2.61541	
0.688	0	-5.678653	3.429716	3.429716	3.429716	2.609731	
0.689	0	-5.704641	3.427106	3.427106	3.427106	2.604027	
0.6900001	0	-5.730867	3.424502	3.424502	3.424502	2.598296	
0.691	0	-5.756855	3.421904	3.421904	3.421904	2.592539	
0.692	0	-5.782842	3.419311	3.419311	3.419311	2.586756	
0.693	0	-5.80883	3.416724	3.416724	3.416724	2.580947	
0.694	0	-5.834579	3.414144	3.414144	3.414144	2.575113	
0.6950001	0	-5.860567	3.411568	3.411568	3.411568	2.569252	
0.696	0	-5.886316	3.408999	3.408999	3.408999	2.563366	
0.697	0	-5.911827	3.406436	3.406436	3.406436	2.557454	
0.698	0	-5.937576	3.403878	3.403878	3.403878	2.551517	
0.6990001	0	-5.963087	3.401327	3.401327	3.401327	2.545553	
0.7	0	-5.988597	3.398781	3.398781	3.398781	2.539565	
0.701	0	-6.014108	3.396242	3.396242	3.396242	2.533551	
0.702	0	-6.039381	3.393708	3.393708	3.393708	2.527511	
0.703	0	-6.064891	3.391181	3.391181	3.391181	2.521446	
0.7040001	0	-6.090164	3.388659	3.388659	3.388659	2.515356	
0.705	0	-6.115198	3.386144	3.386144	3.386144	2.509241	
0.706	0	-6.14047	3.383635	3.383635	3.383635	2.503101	
0.707	0	-6.165504	3.381132	3.381132	3.381132	2.496935	
0.708	0	-6.190538	3.378634	3.378634	3.378634	2.490745	
0.7090001	0	-6.215572	3.376144	3.376144	3.376144	2.484529	
0.71	0	-6.240367	3.373659	3.373659	3.373659	2.478289	
0.711	0	-6.265401	3.371181	3.371181	3.371181	2.472023	
0.712	0	-6.290197	3.368709	3.368709	3.368709	2.465733	
0.7130001	0	-6.314754	3.366243	3.366243	3.366243	2.459418	
0.714	0	-6.33955	3.363784	3.363784	3.363784	2.453079	
0.715	0	-6.364107	3.361331	3.361331	3.361331	2.446715	
0.716	0	-6.388664	3.358884	3.358884	3.358884	2.440326	
0.717	0	-6.412982	3.356444	3.356444	3.356444	2.433913	
0.7180001	0	-6.43754	3.35401	3.35401	3.35401	2.427475	
0.719	0	-6.461858	3.351582	3.351582	3.351582	2.421014	
0.72	0	-6.486177	3.349161	3.349161	3.349161	2.414527	
0.721	0	-6.510257	3.346747	3.346747	3.346747	2.408017	
0.7220001	0	-6.534338	3.344339	3.344339	3.344339	2.401483	
0.723	0	-6.558418	3.341937	3.341937	3.341937	2.394924	
0.724	0	-6.582498	3.339542	3.339542	3.339542	2.388342	
0.725	0	-6.606578	3.337154	3.337154	3.337154	2.381735	
0.726	0	-6.63042	3.334772	3.334772	3.334772	2.375105	
0.7270001	0	-6.654262	3.332397	3.332397	3.332397	2.368451	
0.728	0	-6.677866	3.330029	3.330029	3.330029	2.361773	
0.729	0	-6.701707	3.327667	3.327667	3.327667	2.355071	
0.73	0	-6.725311	3.325312	3.325312	3.325312	2.348346	
0.731	0	-6.748676	3.322963	3.322963	3.322963	2.341597	
0.7320001	0	-6.772279	3.320622	3.320622	3.320622	2.334825	
0.733	0	-6.795644	3.318287	3.318287	3.318287	2.328029	
0.734	0	-6.819009	3.315959	3.315959	3.315959	2.32121	
0.735	0	-6.842374	3.313638	3.313638	3.313638	2.314368	
0.7360001	0	-6.865501	3.311323	3.311323	3.311323	2.307502	
0.737	0	-6.888628	3.309016	3.309016	3.309016	2.300614	
0.738	0	-6.911754	3.306715	3.306715	3.306715	2.293702	
0.739	0	-6.934642	3.304421	3.304421	3.304421	2.286767	
0.74	0	-6.957769	3.302135	3.302135	3.302135	2.279809	
0.7410001	0	-6.980657	3.299855	3.299855	3.299855	2.272829	
0.742	0	-7.003307	3.297582	3.297582	3.297582	2.265826	
0.743	0	-7.026195	3.295316	3.295316	3.295316	2.258799	
0.744	0	-7.048845	3.293057	3.293057	3.293057	2.25175	
0.7450001	0	-7.071256	3.290806	3.290806	3.290806	2.244679	
0.7460001	0	-7.093906	3.288561	3.288561	3.288561	2.237585	
0.747	0	-7.116317	3.286324	3.286324	3.286324	2.230469	
0.748	0	-7.138729	3.284093	3.284093	3.284093	2.22333	
0.749	0	-7.160902	3.28187	3.28187	3.28187	2.216169	
0.7500001	0	-7.183313	3.279654	3.279654	3.279654	2.208986	
0.751	0	-7.205486	3.277444	3.277444	3.277444	2.201781	
0.752	0	-7.22742	3.275243	3.275243	3.275243	2.194553	
0.753	0	-7.249593	3.273048	3.273048	3.273048	2.187304	
0.754	0	-7.271528	3.270861	3.270861	3.270861	2.180032	
0.7550001	0	-7.293224	3.268681	3.268681	3.268681	2.172739	
0.756	0	-7.315158	3.266508	3.266508	3.266508	2.165424	
0.757	0	-7.336854	3.264343	3.264343	3.264343	2.158087	
0.758	0	-7.358551	3.262185	3.262185	3.262185	2.150728	
0.7590001	0	-7.380008	3.260034	3.260034	3.260034	2.143348	
0.7600001	0	-7.401466	3.257891	3.257891	3.257891	2.135947	
0.761	0	-7.422924	3.255754	3.255754	3.255754	2.128524	
0.762	0	-7.444381	3.253626	3.253626	3.253626	2.121079	
0.763	0	-7.4656	3.251505	3.251505	3.251505	2.113614	
0.7640001	0	-7.48682	3.249392	3.249392	3.249392	2.106127	
0.765	0	-7.508039	3.247285	3.247285	3.247285	2.098619	
0.766	0	-7.52902	3.245187	3.245187	3.245187	2.09109	
0.767	0	-7.550001	3.243096	3.243096	3.243096	2.08354	
0.768	0	-7.570982	3.241012	3.241012	3.241012	2.075969	
0.7690001	0	-7.591724	3.238936	3.238936	3.238936	2.068377	
0.77	0	-7.612466	3.236868	3.236868	3.236868	2.060765	
0.771	0	-7.633209	3.234807	3.234807	3.234807	2.053132	
0.772	0	-7.653951	3.232754	3.232754	3.232754	2.045478	
0.7730001	0	-7.674455	3.230709	3.230709	3.230709	2.037803	
0.774	0	-7.694721	3.228671	3.228671	3.228671	2.030108	
0.775	0	-7.715225	3.226641	3.226641	3.226641	2.022393	
0.776	0	-7.73549	3.224618	3.224618	3.224618	2.014658	
0.777	0	-7.755756	3.222604	3.222604	3.222604	2.006902	
0.7780001	0	-7.775902	3.220597	3.220597	3.220597	1.999126	
0.779	0	-7.796049	3.218597	3.218597	3.218597	1.99133	
0.78	0	-7.816076	3.216606	3.216606	3.216606	1.983514	
0.781	0	-7.835984	3.214623	3.214623	3.214623	1.975678	
0.7820001	0	-7.855772	3.212647	3.212647	3.212647	1.967822	
0.7830001	0	-7.875561	3.210679	3.210679	3.210679	1.959947	
0.784	0	-7.895231	3.208719	3.208719	3.208719	1.952051	
0.785	0	-7.914781	3.206767	3.206767	3.206767	1.944137	
0.786	0	-7.934331	3.204823	3.204823	3.204823	1.936202	
0.7870001	0	-7.953763	3.202887	3.202887	3.202887	1.928249	
0.788	0	-7.973194	3.200959	3.200959	3.200959	1.920275	
0.789	0	-7.992386	3.199039	3.199039	3.199039	1.912283	
0.79	0	-8.011699	3.197126	3.197126	3.197126	1.904271	
0.791	0	-8.030772	3.195222	3.195222	3.195222	1.89624	
0.7920001	0	-8.049846	3.193326	3.193326	3.193326	1.888191	
0.793	0	-8.0688	3.191438	3.191438	3.191438	1.880122	
0.794	0	-8.087635	3.189558	3.189558	3.189558	1.872034	
0.795	0	-8.10647	3.187685	3.187685	3.187685	1.863928	
0.7960001	0	-8.125186	3.185822	3.185822	3.185822	1.855803	
0.7970001	0	-8.143783	3.183966	3.183966	3.183966	1.847659	
0.798	0	-8.162379	3.182118	3.182118	3.182118	1.839496	
0.799	0	-8.180857	3.180278	3.180278	3.180278	1.831316	
0.8	0	-8.199215	3.178447	3.178447	3.178447	1.823116	
0.8010001	0	-8.217573	3.176624	3.176624	3.176624	1.814899	
0.802	0	-8.235812	3.174809	3.174809	3.174809	1.806663	
0.803	0	-8.253932	3.173003	3.173003	3.173003	1.798409	
0.804	0	-8.272052	3.171204	3.171204	3.171204	1.790137	
0.8050001	0	-8.289933	3.169414	3.169414	3.169414	1.781847	
0.8060001	0	-8.307934	3.167632	3.167632	3.167632	1.773539	
0.807	0	-8.325696	3.165859	3.165859	3.165859	1.765213	
0.808	0	-8.343458	3.164093	3.164093	3.164093	1.75687	
0.809	0	-8.361101	3.162336	3.162336	3.162336	1.748509	
0.8100001	0	-8.378625	3.160588	3.160588	3.160588	1.74013	
0.811	0	-8.396149	3.158848	3.158848	3.158848	1.731734	
0.812	0	-8.413553	3.157116	3.157116	3.157116	1.72332	
0.813	0	-8.430839	3.155393	3.155393	3.155393	1.71489	
0.814	0	-8.448124	3.153678	3.153678	3.153678	1.706442	
0.8150001	0	-8.46529	3.151971	3.151971	3.151971	1.697976	
0.816	0	-8.482337	3.150273	3.150273	3.150273	1.689494	
0.817	0	-8.499265	3.148584	3.148584	3.148584	1.680995	
0.818	0	-8.516192	3.146903	3.146903	3.146903	1.672478	
0.8190001	0	-8.533001	3.14523	3.14523	3.14523	1.663945	
0.8200001	0	-8.54969	3.143566	3.143566	3.143566	1.655396	
0.821	0	-8.56638	3.141911	3.141911	3.141911	1.646829	
0.822	0	-8.58295	3.140264	3.140264	3.140264	1.638246	
0.823	0	-8.599401	3.138626	3.138626	3.138626	1.629647	
0.8240001	0	-8.615732	3.136996	3.136996	3.136996	1.621031	
0.825	0	-8.632064	3.135375	3.135375	3.135375	1.612399	
0.826	0	-8.648276	3.133763	3.133763	3.133763	1.603751	
0.827	0	-8.66437	3.132159	3.132159	3.132159	1.595087	
0.8280001	0	-8.680463	3.130564	3.130564	3.130564	1.586406	
