Time	Length	Velocity	Acceleration	Damping	Tension	2	
11.09	2.866591	1.998151	-11.33408	2.866591	2.866591	4.958285E-05	
11.091	2.864605	1.986797	-11.35395	2.864605	2.864605	4.859119E-05	
11.092	2.862629	1.975423	-11.3737	2.862629	2.862629	4.859119E-05	
11.093	2.860665	1.96403	-11.39334	2.860665	2.860665	4.761937E-05	
11.094	2.858712	1.952617	-11.41287	2.858712	2.858712	4.761937E-05	
11.095	2.856771	1.941185	-11.43228	2.856771	2.856771	4.666698E-05	
11.096	2.854841	1.929733	-11.45158	2.854841	2.854841	4.666698E-05	
11.097	2.852923	1.918262	-11.47076	2.852923	2.852923	4.573364E-05	
11.098	2.851016	1.906772	-11.48983	2.851016	2.851016	4.573364E-05	
11.099	2.849122	1.895264	-11.50879	2.849122	2.849122	4.481897E-05	
11.1	2.847238	1.883736	-11.52762	2.847238	2.847238	4.481897E-05	
11.101	2.845366	1.87219	-11.54634	2.845366	2.845366	4.392259E-05	
11.102	2.843505	1.860625	-11.56495	2.843505	2.843505	4.392259E-05	
11.103	2.841656	1.849041	-11.58344	2.841656	2.841656	4.304413E-05	
11.104	2.839818	1.837439	-11.60181	2.839818	2.839818	4.304413E-05	
11.105	2.837993	1.825819	-11.62007	2.837993	2.837993	4.218325E-05	
11.106	2.836179	1.814181	-11.63821	2.836179	2.836179	4.218325E-05	
11.107	2.834376	1.802525	-11.65624	2.834376	2.834376	4.133959E-05	
11.108	2.832585	1.790851	-11.67414	2.832585	2.832585	4.133959E-05	
11.109	2.830807	1.779159	-11.69193	2.830807	2.830807	4.051279E-05	
11.11	2.829039	1.767449	-11.7096	2.829039	2.829039	4.051279E-05	
11.111	2.827284	1.755722	-11.72716	2.827284	2.827284	3.970254E-05	
11.112	2.82554	1.743977	-11.7446	2.82554	2.82554	3.970254E-05	
11.113	2.823807	1.732216	-11.76192	2.823807	2.823807	3.890849E-05	
11.114	2.822087	1.720436	-11.77913	2.822087	2.822087	3.890849E-05	
11.115	2.820378	1.70864	-11.79621	2.820378	2.820378	3.813032E-05	
11.116	2.818681	1.696827	-11.81318	2.818681	2.818681	3.813032E-05	
11.117	2.816997	1.684997	-11.83003	2.816997	2.816997	3.736771E-05	
11.118	2.815323	1.67315	-11.84676	2.815323	2.815323	3.736771E-05	
11.119	2.813662	1.661287	-11.86338	2.813662	2.813662	3.662036E-05	
11.12	2.812013	1.649407	-11.87987	2.812013	2.812013	3.662036E-05	
11.121	2.810376	1.637511	-11.89624	2.810376	2.810376	3.588795E-05	
11.122	2.80875	1.625598	-11.9125	2.80875	2.80875	3.588795E-05	
11.123	2.807137	1.61367	-11.92863	2.807137	2.807137	3.517019E-05	
11.124	2.805535	1.601725	-11.94465	2.805535	2.805535	3.517019E-05	
11.125	2.803945	1.589764	-11.96055	2.803945	2.803945	3.446679E-05	
11.126	2.802367	1.577788	-11.97632	2.802367	2.802367	3.446679E-05	
11.127	2.800802	1.565796	-11.99198	2.800802	2.800802	3.377745E-05	
11.128	2.799248	1.553789	-12.00752	2.799248	2.799248	3.377745E-05	
11.129	2.797706	1.541766	-12.02294	2.797706	2.797706	3.31019E-05	
11.13	2.796176	1.529727	-12.03824	2.796176	2.796176	3.31019E-05	
11.131	2.794658	1.517674	-12.05341	2.794658	2.794658	3.243986E-05	
11.132	2.793153	1.505605	-12.06847	2.793153	2.793153	3.243986E-05	
11.133	2.791659	1.493522	-12.0834	2.791659	2.791659	3.179107E-05	
11.134	2.790178	1.481424	-12.09822	2.790178	2.790178	3.179107E-05	
11.135	2.788708	1.469311	-12.11291	2.788708	2.788708	3.115525E-05	
11.136	2.787251	1.457183	-12.12748	2.787251	2.787251	3.115525E-05	
11.137	2.785806	1.445042	-12.14193	2.785806	2.785806	3.053214E-05	
11.138	2.784373	1.432885	-12.15626	2.784373	2.784373	3.053214E-05	
11.139	2.782953	1.420715	-12.17047	2.782953	2.782953	2.99215E-05	
11.14	2.781544	1.40853	-12.18456	2.781544	2.781544	2.99215E-05	
11.141	2.780148	1.396332	-12.19852	2.780148	2.780148	2.932307E-05	
11.142	2.778764	1.384119	-12.21236	2.778764	2.778764	2.932307E-05	
11.143	2.777392	1.371893	-12.22608	2.777392	2.777392	2.873661E-05	
11.144	2.776032	1.359654	-12.23967	2.776032	2.776032	2.873661E-05	
11.145	2.774685	1.3474	-12.25315	2.774685	2.774685	2.816188E-05	
11.146	2.77335	1.335134	-12.2665	2.77335	2.77335	2.816188E-05	
11.147	2.772028	1.322854	-12.27972	2.772028	2.772028	2.759864E-05	
11.148	2.770717	1.310561	-12.29282	2.770717	2.770717	2.759864E-05	
11.149	2.769419	1.298255	-12.30581	2.769419	2.769419	2.704667E-05	
11.15	2.768133	1.285937	-12.31867	2.768133	2.768133	2.704667E-05	
11.151	2.766859	1.273605	-12.3314	2.766859	2.766859	2.650573E-05	
11.152	2.765598	1.261261	-12.34402	2.765598	2.765598	2.650573E-05	
11.153	2.764349	1.248905	-12.3565	2.764349	2.764349	2.597562E-05	
11.154	2.763113	1.236536	-12.36887	2.763113	2.763113	2.597562E-05	
11.155	2.761889	1.224155	-12.38111	2.761889	2.761889	2.545611E-05	
11.156	2.760677	1.211762	-12.39323	2.760677	2.760677	2.545611E-05	
11.157	2.759478	1.199356	-12.40522	2.759478	2.759478	2.494698E-05	
11.158	2.758291	1.186939	-12.41709	2.758291	2.758291	2.494698E-05	
11.159	2.757117	1.17451	-12.42883	2.757117	2.757117	2.444805E-05	
11.16	2.755955	1.16207	-12.44045	2.755955	2.755955	2.444805E-05	
11.161	2.754805	1.149618	-12.45195	2.754805	2.754805	2.395908E-05	
11.162	2.753668	1.137155	-12.46332	2.753668	2.753668	2.395908E-05	
11.163	2.752543	1.12468	-12.47457	2.752543	2.752543	2.34799E-05	
11.164	2.751431	1.112194	-12.48569	2.751431	2.751431	2.34799E-05	
11.165	2.750331	1.099698	-12.49669	2.750331	2.750331	2.301031E-05	
11.166	2.749244	1.08719	-12.50756	2.749244	2.749244	2.301031E-05	
11.167	2.748169	1.074672	-12.5183	2.748169	2.748169	2.25501E-05	
11.168	2.747107	1.062143	-12.52893	2.747107	2.747107	2.25501E-05	
11.169	2.746058	1.049604	-12.53942	2.746058	2.746058	2.20991E-05	
11.17	2.74502	1.037054	-12.54979	2.74502	2.74502	2.20991E-05	
11.171	2.743996	1.024494	-12.56004	2.743996	2.743996	2.165712E-05	
11.172	2.742984	1.011924	-12.57016	2.742984	2.742984	2.165712E-05	
11.173	2.741985	0.9993435	-12.58015	2.741985	2.741985	2.122397E-05	
11.174	2.740998	0.9867535	-12.59002	2.740998	2.740998	2.122397E-05	
11.175	2.740024	0.9741538	-12.59976	2.740024	2.740024	2.079949E-05	
11.176	2.739062	0.9615444	-12.60938	2.739062	2.739062	2.079949E-05	
11.177	2.738114	0.9489256	-12.61886	2.738114	2.738114	2.03835E-05	
11.178	2.737177	0.9362974	-12.62822	2.737177	2.737177	2.03835E-05	
11.179	2.736254	0.9236599	-12.63746	2.736254	2.736254	1.997583E-05	
11.18	2.735343	0.9110134	-12.64657	2.735343	2.735343	1.997583E-05	
11.181	2.734444	0.8983578	-12.65555	2.734444	2.734444	1.957632E-05	
11.182	2.733559	0.8856934	-12.66441	2.733559	2.733559	1.957632E-05	
11.183	2.732686	0.8730202	-12.67314	2.732686	2.732686	1.918479E-05	
11.184	2.731825	0.8603385	-12.68174	2.731825	2.731825	1.918479E-05	
11.185	2.730978	0.8476483	-12.69022	2.730978	2.730978	1.88011E-05	
11.186	2.730143	0.8349497	-12.69857	2.730143	2.730143	1.88011E-05	
11.187	2.72932	0.8222429	-12.70679	2.72932	2.72932	1.842507E-05	
11.188	2.728511	0.809528	-12.71489	2.728511	2.728511	1.842507E-05	
11.189	2.727714	0.7968051	-12.72286	2.727714	2.727714	1.805657E-05	
11.19	2.72693	0.7840744	-12.7307	2.72693	2.72693	1.805657E-05	
11.191	2.726159	0.771336	-12.73841	2.726159	2.726159	1.769544E-05	
11.192	2.7254	0.75859	-12.746	2.7254	2.7254	1.769544E-05	
11.193	2.724654	0.7458366	-12.75346	2.724654	2.724654	1.734153E-05	
11.194	2.723921	0.7330759	-12.76079	2.723921	2.723921	1.734153E-05	
11.195	2.723201	0.7203079	-12.76799	2.723201	2.723201	1.69947E-05	
11.196	2.722493	0.7075328	-12.77506	2.722493	2.722493	1.69947E-05	
11.197	2.721798	0.6947508	-12.78201	2.721798	2.721798	1.665481E-05	
11.198	2.721117	0.681962	-12.78883	2.721117	2.721117	1.665481E-05	
11.199	2.720447	0.6691664	-12.79552	2.720447	2.720447	1.632171E-05	
11.2	2.719791	0.6563644	-12.80209	2.719791	2.719791	1.632171E-05	
11.201	2.719147	0.6435559	-12.80852	2.719147	2.719147	1.599528E-05	
11.202	2.718517	0.6307411	-12.81483	2.718517	2.718517	1.599528E-05	
11.203	2.717899	0.61792	-12.82101	2.717899	2.717899	1.567537E-05	
11.204	2.717294	0.605093	-12.82706	2.717294	2.717294	1.567537E-05	
11.205	2.716701	0.59226	-12.83298	2.716701	2.716701	1.536186E-05	
11.206	2.716122	0.5794212	-12.83878	2.716122	2.716122	1.536186E-05	
11.207	2.715555	0.5665768	-12.84444	2.715555	2.715555	1.505463E-05	
11.208	2.715002	0.5537268	-12.84998	2.715002	2.715002	1.505463E-05	
11.209	2.714461	0.5408714	-12.85539	2.714461	2.714461	1.475353E-05	
11.21	2.713933	0.5280107	-12.86067	2.713933	2.713933	1.475353E-05	
11.211	2.713418	0.5151449	-12.86582	2.713418	2.713418	1.445846E-05	
11.212	2.712915	0.502274	-12.87084	2.712915	2.712915	1.445846E-05	
11.213	2.712426	0.4893983	-12.87574	2.712426	2.712426	1.416929E-05	
11.214	2.711949	0.4765178	-12.8805	2.711949	2.711949	1.416929E-05	
11.215	2.711485	0.4636326	-12.88514	2.711485	2.711485	1.388591E-05	
11.216	2.711035	0.450743	-12.88965	2.711035	2.711035	1.388591E-05	
11.217	2.710597	0.437849	-12.89403	2.710597	2.710597	1.360819E-05	
11.218	2.710172	0.4249507	-12.89828	2.710172	2.710172	1.360819E-05	
11.219	2.70976	0.4120483	-12.9024	2.70976	2.70976	1.333603E-05	
11.22	2.709361	0.3991419	-12.90639	2.709361	2.709361	1.333603E-05	
11.221	2.708975	0.3862316	-12.91025	2.708975	2.708975	1.306931E-05	
11.222	2.708601	0.3733177	-12.91398	2.708601	2.708601	1.306931E-05	
11.223	2.708241	0.3604001	-12.91759	2.708241	2.708241	1.280792E-05	
11.224	2.707893	0.347479	-12.92106	2.707893	2.707893	1.280792E-05	
11.225	2.707559	0.3345546	-12.92441	2.707559	2.707559	1.255176E-05	
11.226	2.707237	0.321627	-12.92762	2.707237	2.707237	1.255176E-05	
11.227	2.706928	0.3086963	-12.93071	2.706928	2.706928	1.230073E-05	
11.228	2.706633	0.2957626	-12.93367	2.706633	2.706633	1.230073E-05	
11.229	2.70635	0.2828261	-12.9365	2.70635	2.70635	1.205471E-05	
11.23	2.70608	0.2698869	-12.9392	2.70608	2.70608	1.205471E-05	
11.231	2.705823	0.2569451	-12.94177	2.705823	2.705823	1.181362E-05	
11.232	2.705579	0.2440009	-12.94421	2.705579	2.705579	1.181362E-05	
11.233	2.705348	0.2310544	-12.94652	2.705348	2.705348	1.157734E-05	
11.234	2.70513	0.2181057	-12.9487	2.70513	2.70513	1.157734E-05	
11.235	2.704925	0.205155	-12.95075	2.704925	2.704925	1.13458E-05	
11.236	2.704733	0.1922023	-12.95267	2.704733	2.704733	1.13458E-05	
11.237	2.704553	0.1792478	-12.95446	2.704553	2.704553	1.111888E-05	
11.238	2.704387	0.1662917	-12.95612	2.704387	2.704387	1.111888E-05	
11.239	2.704234	0.1533341	-12.95766	2.704234	2.704234	1.089651E-05	
11.24	2.704093	0.140375	-12.95906	2.704093	2.704093	1.089651E-05	
11.241	2.703966	0.1274147	-12.96034	2.703966	2.703966	1.067858E-05	
11.242	2.703852	0.1144532	-12.96148	2.703852	2.703852	1.067858E-05	
11.243	2.703751	0.1014907	-12.96249	2.703751	2.703751	1.0465E-05	
11.244	2.703662	0.08852731	-12.96338	2.703662	2.703662	1.0465E-05	
11.245	2.703587	0.07556318	-12.96413	2.703587	2.703587	1.02557E-05	
11.246	2.703524	0.06259843	-12.96476	2.703524	2.703524	1.02557E-05	
11.247	2.703474	0.04963318	-12.96525	2.703474	2.703474	1.005059E-05	
11.248	2.703438	0.03666756	-12.96562	2.703438	2.703438	1.005059E-05	
11.249	2.703414	0.0237017	-12.96586	2.703414	2.703414	9.849578E-06	
11.25	2.703403	0.01073573	-12.96596	2.703403	2.703403	9.849578E-06	
11.251	2.703405	-0.00223021	-12.96594	2.703405	2.703405	9.652586E-06	
11.252	2.703421	-0.015196	-12.96579	2.703421	2.703421	9.652586E-06	
11.253	2.703449	-0.02816151	-12.96551	2.703449	2.703449	9.459534E-06	
11.254	2.70349	-0.04112661	-12.9651	2.70349	2.70349	9.459534E-06	
11.255	2.703544	-0.05409117	-12.96456	2.703544	2.703544	9.270343E-06	
11.256	2.703611	-0.06705505	-12.96389	2.703611	2.703611	9.270343E-06	
11.257	2.703691	-0.08001814	-12.96309	2.703691	2.703691	9.084936E-06	
11.258	2.703784	-0.0929803	-12.96216	2.703784	2.703784	9.084936E-06	
11.259	2.70389	-0.1059414	-12.9611	2.70389	2.70389	8.903237E-06	
11.26	2.704009	-0.1189013	-12.95991	2.704009	2.704009	8.903237E-06	
11.261	2.704141	-0.1318599	-12.95859	2.704141	2.704141	8.725173E-06	
11.262	2.704285	-0.144817	-12.95714	2.704285	2.704285	8.725173E-06	
11.263	2.704443	-0.1577726	-12.95557	2.704443	2.704443	8.550669E-06	
11.264	2.704614	-0.1707264	-12.95386	2.704614	2.704614	8.550669E-06	
11.265	2.704798	-0.1836785	-12.95202	2.704798	2.704798	8.379656E-06	
11.266	2.704994	-0.1966285	-12.95006	2.704994	2.704994	8.379656E-06	
11.267	2.705204	-0.2095765	-12.94796	2.705204	2.705204	8.212062E-06	
11.268	2.705426	-0.2225222	-12.94573	2.705426	2.705426	8.212062E-06	
11.269	2.705662	-0.2354656	-12.94338	2.705662	2.705662	8.047821E-06	
11.27	2.70591	-0.2484065	-12.9409	2.70591	2.70591	8.047821E-06	
11.271	2.706172	-0.2613448	-12.93828	2.706172	2.706172	7.886864E-06	
11.272	2.706446	-0.2742803	-12.93554	2.706446	2.706446	7.886864E-06	
11.273	2.706733	-0.287213	-12.93267	2.706733	2.706733	7.729128E-06	
11.274	2.707033	-0.3001427	-12.92967	2.707033	2.707033	7.729128E-06	
11.275	2.707346	-0.3130692	-12.92653	2.707346	2.707346	7.574545E-06	
11.276	2.707672	-0.3259925	-12.92327	2.707672	2.707672	7.574545E-06	
11.277	2.708011	-0.3389124	-12.91989	2.708011	2.708011	7.423054E-06	
11.278	2.708363	-0.3518287	-12.91637	2.708363	2.708363	7.423054E-06	
11.279	2.708728	-0.3647414	-12.91272	2.708728	2.708728	7.274592E-06	
11.28	2.709105	-0.3776504	-12.90894	2.709105	2.709105	7.274592E-06	
11.281	2.709496	-0.3905554	-12.90504	2.709496	2.709496	7.129101E-06	
11.282	2.709899	-0.4034564	-12.901	2.709899	2.709899	7.129101E-06	
11.283	2.710316	-0.4163533	-12.89684	2.710316	2.710316	6.986518E-06	
11.284	2.710745	-0.4292458	-12.89255	2.710745	2.710745	6.986518E-06	
11.285	2.711187	-0.4421339	-12.88813	2.711187	2.711187	6.846788E-06	
11.286	2.711642	-0.4550175	-12.88358	2.711642	2.711642	6.846788E-06	
11.287	2.71211	-0.4678964	-12.8789	2.71211	2.71211	6.709852E-06	
11.288	2.71259	-0.4807705	-12.87409	2.71259	2.71259	6.709852E-06	
11.289	2.713084	-0.4936396	-12.86916	2.713084	2.713084	6.575655E-06	
11.29	2.71359	-0.5065038	-12.86409	2.71359	2.71359	6.575655E-06	
11.291	2.714109	-0.5193627	-12.8589	2.714109	2.714109	6.444142E-06	
11.292	2.714642	-0.5322163	-12.85358	2.714642	2.714642	6.444142E-06	
11.293	2.715187	-0.5450644	-12.84813	2.715187	2.715187	6.315259E-06	
11.294	2.715744	-0.5579069	-12.84255	2.715744	2.715744	6.315259E-06	
11.295	2.716315	-0.5707438	-12.83684	2.716315	2.716315	6.188955E-06	
11.296	2.716899	-0.5835748	-12.83101	2.716899	2.716899	6.188955E-06	
11.297	2.717495	-0.5963999	-12.82504	2.717495	2.717495	6.065176E-06	
11.298	2.718104	-0.6092188	-12.81895	2.718104	2.718104	6.065176E-06	
11.299	2.718726	-0.6220316	-12.81273	2.718726	2.718726	5.943873E-06	
11.3	2.719361	-0.634838	-12.80639	2.719361	2.719361	5.943873E-06	
11.301	2.720009	-0.6476379	-12.79991	2.720009	2.720009	5.824995E-06	
11.302	2.720669	-0.6604312	-12.7933	2.720669	2.720669	5.824995E-06	
11.303	2.721343	-0.6732178	-12.78657	2.721343	2.721343	5.708495E-06	
11.304	2.722028	-0.6859975	-12.77971	2.722028	2.722028	5.708495E-06	
11.305	2.722727	-0.6987702	-12.77272	2.722727	2.722727	5.594325E-06	
11.306	2.723439	-0.7115358	-12.76561	2.723439	2.723439	5.594325E-06	
11.307	2.724163	-0.7242942	-12.75837	2.724163	2.724163	5.482439E-06	
11.308	2.7249	-0.7370452	-12.751	2.7249	2.7249	5.482439E-06	
11.309	2.72565	-0.7497886	-12.7435	2.72565	2.72565	5.37279E-06	
11.31	2.726412	-0.7625245	-12.73587	2.726412	2.726412	5.37279E-06	
11.311	2.727188	-0.7752526	-12.72812	2.727188	2.727188	5.265334E-06	
11.312	2.727976	-0.7879728	-12.72024	2.727976	2.727976	5.265334E-06	
11.313	2.728776	-0.800685	-12.71223	2.728776	2.728776	5.160028E-06	
11.314	2.72959	-0.8133891	-12.7041	2.72959	2.72959	5.160028E-06	
11.315	2.730416	-0.826085	-12.69584	2.730416	2.730416	5.056827E-06	
11.316	2.731255	-0.8387724	-12.68745	2.731255	2.731255	5.056827E-06	
11.317	2.732106	-0.8514513	-12.67894	2.732106	2.732106	4.955691E-06	
11.318	2.73297	-0.8641216	-12.6703	2.73297	2.73297	4.955691E-06	
11.319	2.733847	-0.8767831	-12.66153	2.733847	2.733847	4.856577E-06	
11.32	2.734736	-0.8894358	-12.65264	2.734736	2.734736	4.856577E-06	
11.321	2.735638	-0.9020794	-12.64362	2.735638	2.735638	4.759446E-06	
11.322	2.736553	-0.9147139	-12.63447	2.736553	2.736553	4.759446E-06	
11.323	2.737481	-0.9273391	-12.62519	2.737481	2.737481	4.664257E-06	
11.324	2.73842	-0.9399549	-12.61579	2.73842	2.73842	4.664257E-06	
11.325	2.739373	-0.9525611	-12.60627	2.739373	2.739373	4.570972E-06	
11.326	2.740338	-0.9651577	-12.59662	2.740338	2.740338	4.570972E-06	
11.327	2.741316	-0.9777446	-12.58684	2.741316	2.741316	4.479552E-06	
11.328	2.742306	-0.9903215	-12.57694	2.742306	2.742306	4.479552E-06	
11.329	2.743309	-1.002888	-12.56691	2.743309	2.743309	4.389961E-06	
11.33	2.744324	-1.015445	-12.55675	2.744324	2.744324	4.389961E-06	
11.331	2.745353	-1.027992	-12.54647	2.745353	2.745353	4.302162E-06	
11.332	2.746393	-1.040528	-12.53607	2.746393	2.746393	4.302162E-06	
11.333	2.747446	-1.053053	-12.52554	2.747446	2.747446	4.216118E-06	
11.334	2.748512	-1.065568	-12.51488	2.748512	2.748512	4.216118E-06	
11.335	2.74959	-1.078072	-12.5041	2.74959	2.74959	4.131796E-06	
11.336	2.75068	-1.090565	-12.49319	2.75068	2.75068	4.131796E-06	
11.337	2.751783	-1.103048	-12.48217	2.751783	2.751783	4.04916E-06	
11.338	2.752899	-1.115519	-12.47101	2.752899	2.752899	4.04916E-06	
11.339	2.754027	-1.127978	-12.45973	2.754027	2.754027	3.968177E-06	
11.34	2.755167	-1.140427	-12.44832	2.755167	2.755167	3.968177E-06	
11.341	2.75632	-1.152863	-12.4368	2.75632	2.75632	3.888813E-06	
11.342	2.757485	-1.165289	-12.42514	2.757485	2.757485	3.888813E-06	
11.343	2.758663	-1.177702	-12.41337	2.758663	2.758663	3.811037E-06	
11.344	2.759853	-1.190103	-12.40146	2.759853	2.759853	3.811037E-06	
11.345	2.761056	-1.202493	-12.38944	2.761056	2.761056	3.734816E-06	
11.346	2.762271	-1.21487	-12.37729	2.762271	2.762271	3.734816E-06	
11.347	2.763498	-1.227235	-12.36502	2.763498	2.763498	3.66012E-06	
11.348	2.764738	-1.239588	-12.35262	2.764738	2.764738	3.66012E-06	
11.349	2.76599	-1.251928	-12.3401	2.76599	2.76599	3.586918E-06	
11.35	2.767254	-1.264255	-12.32746	2.767254	2.767254	3.586918E-06	
11.351	2.76853	-1.27657	-12.31469	2.76853	2.76853	3.515179E-06	
11.352	2.769819	-1.288872	-12.3018	2.769819	2.769819	3.515179E-06	
11.353	2.77112	-1.30116	-12.28879	2.77112	2.77112	3.444876E-06	
11.354	2.772434	-1.313436	-12.27566	2.772434	2.772434	3.444876E-06	
11.355	2.773759	-1.325699	-12.2624	2.773759	2.773759	3.375978E-06	
11.356	2.775097	-1.337948	-12.24902	2.775097	2.775097	3.375978E-06	
11.357	2.776448	-1.350183	-12.23552	2.776448	2.776448	3.308459E-06	
11.358	2.77781	-1.362405	-12.2219	2.77781	2.77781	3.308459E-06	
11.359	2.779185	-1.374613	-12.20815	2.779185	2.779185	3.242289E-06	
11.36	2.780571	-1.386807	-12.19428	2.780571	2.780571	3.242289E-06	
11.361	2.781971	-1.398988	-12.18029	2.781971	2.781971	3.177444E-06	
11.362	2.783382	-1.411154	-12.16618	2.783382	2.783382	3.177444E-06	
11.363	2.784805	-1.423306	-12.15195	2.784805	2.784805	3.113895E-06	
11.364	2.786241	-1.435444	-12.13759	2.786241	2.786241	3.113895E-06	
11.365	2.787688	-1.447567	-12.12312	2.787688	2.787688	3.051617E-06	
11.366	2.789148	-1.459675	-12.10852	2.789148	2.789148	3.051617E-06	
11.367	2.79062	-1.471769	-12.0938	2.79062	2.79062	2.990585E-06	
11.368	2.792104	-1.483848	-12.07896	2.792104	2.792104	2.990585E-06	
11.369	2.793599	-1.495912	-12.064	2.793599	2.793599	2.930773E-06	
11.37	2.795107	-1.507961	-12.04893	2.795107	2.795107	2.930773E-06	
11.371	2.796627	-1.519995	-12.03372	2.796627	2.796627	2.872157E-06	
11.372	2.798159	-1.532013	-12.01841	2.798159	2.798159	2.872157E-06	
11.373	2.799703	-1.544016	-12.00296	2.799703	2.799703	2.814714E-06	
11.374	2.801259	-1.556003	-11.9874	2.801259	2.801259	2.814714E-06	
11.375	2.802827	-1.567975	-11.97173	2.802827	2.802827	2.75842E-06	
11.376	2.804407	-1.579931	-11.95592	2.804407	2.804407	2.75842E-06	
11.377	2.805999	-1.591871	-11.94001	2.805999	2.805999	2.703251E-06	
11.378	2.807603	-1.603795	-11.92397	2.807603	2.807603	2.703251E-06	
11.379	2.809219	-1.615703	-11.90781	2.809219	2.809219	2.649186E-06	
11.38	2.810847	-1.627594	-11.89153	2.810847	2.810847	2.649186E-06	
11.381	2.812486	-1.63947	-11.87514	2.812486	2.812486	2.596203E-06	
11.382	2.814137	-1.651328	-11.85862	2.814137	2.814137	2.596203E-06	
11.383	2.8158	-1.66317	-11.84199	2.8158	2.8158	2.544278E-06	
11.384	2.817475	-1.674995	-11.82524	2.817475	2.817475	2.544278E-06	
11.385	2.819162	-1.686804	-11.80838	2.819162	2.819162	2.493393E-06	
11.386	2.820861	-1.698595	-11.79139	2.820861	2.820861	2.493393E-06	
11.387	2.822571	-1.710369	-11.77429	2.822571	2.822571	2.443525E-06	
11.388	2.824293	-1.722126	-11.75707	2.824293	2.824293	2.443525E-06	
11.389	2.826027	-1.733866	-11.73973	2.826027	2.826027	2.394654E-06	
11.39	2.827773	-1.745588	-11.72227	2.827773	2.827773	2.394654E-06	
11.391	2.82953	-1.757293	-11.7047	2.82953	2.82953	2.346761E-06	
11.392	2.831299	-1.76898	-11.68701	2.831299	2.831299	2.346761E-06	
11.393	2.83308	-1.780649	-11.6692	2.83308	2.83308	2.299826E-06	
11.394	2.834872	-1.792301	-11.65128	2.834872	2.834872	2.299826E-06	
11.395	2.836676	-1.803934	-11.63324	2.836676	2.836676	2.25383E-06	
11.396	2.838491	-1.815549	-11.61509	2.838491	2.838491	2.25383E-06	
11.397	2.840319	-1.827146	-11.59681	2.840319	2.840319	2.208753E-06	
11.398	2.842157	-1.838724	-11.57842	2.842157	2.842157	2.208753E-06	
11.399	2.844008	-1.850284	-11.55992	2.844008	2.844008	2.164578E-06	
11.4	2.84587	-1.861825	-11.5413	2.84587	2.84587	2.164578E-06	
11.401	2.847743	-1.873348	-11.52257	2.847743	2.847743	2.121286E-06	
11.402	2.849628	-1.884852	-11.50372	2.849628	2.849628	2.121286E-06	
11.403	2.851524	-1.896336	-11.48476	2.851524	2.851524	2.078861E-06	
11.404	2.853432	-1.907802	-11.46568	2.853432	2.853432	2.078861E-06	
11.405	2.855351	-1.919248	-11.44649	2.855351	2.855351	2.037283E-06	
11.406	2.857282	-1.930676	-11.42718	2.857282	2.857282	2.037283E-06	
11.407	2.859224	-1.942083	-11.40776	2.859224	2.859224	1.996538E-06	
11.408	2.861177	-1.953472	-11.38822	2.861177	2.861177	1.996538E-06	
11.409	2.863142	-1.96484	-11.36858	2.863142	2.863142	1.956607E-06	
11.41	2.865119	-1.976189	-11.34881	2.865119	2.865119	1.956607E-06	
11.411	2.867106	-1.987518	-11.32894	2.867106	2.867106	1.917475E-06	
11.412	2.869105	-1.998827	-11.30895	2.869105	2.869105	1.917475E-06	
11.413	2.871115	-2.010116	-11.28885	2.871115	2.871115	1.879125E-06	
11.414	2.873136	-2.021384	-11.26863	2.873136	2.873136	1.879125E-06	
11.415	2.875169	-2.032633	-11.24831	2.875169	2.875169	1.841543E-06	
11.416	2.877213	-2.04386	-11.22787	2.877213	2.877213	1.841543E-06	
11.417	2.879268	-2.055068	-11.20732	2.879268	2.879268	1.804712E-06	
11.418	2.881334	-2.066254	-11.18666	2.881334	2.881334	1.804712E-06	
11.419	2.883411	-2.07742	-11.16588	2.883411	2.883411	1.768618E-06	
11.42	2.8855	-2.088565	-11.145	2.8855	2.8855	1.768618E-06	
11.421	2.8876	-2.099689	-11.124	2.8876	2.8876	1.733245E-06	
11.422	2.88971	-2.110792	-11.10289	2.88971	2.88971	1.733245E-06	
11.423	2.891832	-2.121874	-11.08168	2.891832	2.891832	1.69858E-06	
11.424	2.893965	-2.132934	-11.06035	2.893965	2.893965	1.69858E-06	
11.425	2.896109	-2.143973	-11.03891	2.896109	2.896109	1.664609E-06	
11.426	2.898264	-2.15499	-11.01736	2.898264	2.898264	1.664609E-06	
11.427	2.90043	-2.165986	-10.9957	2.90043	2.90043	1.631316E-06	
11.428	2.902607	-2.17696	-10.97393	2.902607	2.902607	1.631316E-06	
11.429	2.904795	-2.187912	-10.95205	2.904795	2.904795	1.59869E-06	
11.43	2.906994	-2.198842	-10.93006	2.906994	2.906994	1.59869E-06	
11.431	2.909204	-2.20975	-10.90796	2.909204	2.909204	1.566716E-06	
11.432	2.911424	-2.220636	-10.88575	2.911424	2.911424	1.566716E-06	
11.433	2.913656	-2.231499	-10.86344	2.913656	2.913656	1.535382E-06	
11.434	2.915898	-2.24234	-10.84101	2.915898	2.915898	1.535382E-06	
11.435	2.918151	-2.253159	-10.81848	2.918151	2.918151	1.504674E-06	
11.436	2.920415	-2.263955	-10.79585	2.920415	2.920415	1.504674E-06	
11.437	2.92269	-2.274728	-10.7731	2.92269	2.92269	1.474581E-06	
11.438	2.924976	-2.285478	-10.75024	2.924976	2.924976	1.474581E-06	
11.439	2.927272	-2.296205	-10.72728	2.927272	2.927272	1.445089E-06	
